article name	author	% '.'	% ','	% '?'	% ':'	% ';'	% ' '	% '!'	% '-'	% '_'	% '('	% '"'	% '/'	sentences-to-words ratio	avg. sentence length	%" "	%"\n"	%"the"	%"and"	%"'"	%"of"	%"to"	%"-"	%"a"	%"in"	%"i"	%"""	%"that"	%"he"	%"it"	%"wa"	%"hi"	%"you"	%"with"	%"for"	%"as"	%"is"	%"+"	%"but"	%"her"	%"be"	%"not"	%"had"	%"my"	%"s"	%"at"	%"on"	%"thi"	%"she"	%"all"	%"have"	%"him"	%"they"	%"me"	%"by"	%"so"	%"which"	%"we"	%"from"	%"one"	%"no"	%""	%"were"	%"or"	%"are"
O Pioneers_8.txt	Cather	0.02522935779816514	0.03287461773700306	0	0	0.0015290519877675841	0	0	0	0	0	0	0	0.01751674394641937	104.91176470588235	1168	116	60	21	4	25	20	6	12	10	0	0	10	0	3	15	1	0	4	3	1	0	0	2	11	1	3	7	0	2	3	6	1	7	0	3	1	7	0	1	2	0	0	1	4	1	0	3	1	0
A Tale of Two C_10.txt	Dickens	0.015410958904109588	0.05136986301369863	0.0025684931506849314	0.0008561643835616438	0.004280821917808219	0	0.008561643835616438	0	0	0.0008561643835616438	0	0	0.021021021021021023	83.94285714285714	986	80	16	20	14	8	19	14	18	9	10	16	3	5	9	2	13	8	4	3	5	2	0	1	8	8	5	0	1	1	5	2	3	5	5	4	4	1	3	1	2	2	0	2	2	0	0	2	5	4
The Abbots Gho_7.txt	Alcott	0.021872265966754154	0.045494313210848646	0.003499562554680665	0	0.0017497812773403325	0	0	0	0	0	0	0	0.01841620626151013	92.66666666666667	984	76	16	23	4	10	18	2	9	7	28	20	7	3	8	3	2	16	3	6	4	7	0	6	10	4	2	2	12	1	1	2	7	2	0	2	2	2	7	3	1	2	0	1	1	1	0	0	3	1
Hedda Gabler_16.txt	Ibsen	0.05790838375108038	0.032843560933448576	0.005185825410544511	0.001728608470181504	0.000864304235090752	0	0.015557476231633534	0	0	0	0	0	0.05764411027568922	30.42391304347826	860	104	31	10	14	6	16	50	5	12	9	0	6	0	8	3	0	11	5	5	5	6	0	0	2	2	1	2	4	4	6	3	0	2	1	6	3	0	3	2	1	0	5	1	2	7	0	2	0	2
The Voyage Out_3.txt	Woolf	0.014097744360902255	0.04981203007518797	0.0018796992481203006	0	0.002819548872180451	0	0.0009398496240601503	0	0	0	0	0	0.012345679012345678	150.05263157894737	910	88	27	20	8	18	10	6	14	5	1	14	7	3	4	13	6	1	9	4	6	3	0	2	9	3	2	6	0	4	3	5	3	17	3	1	4	1	0	4	2	3	0	3	6	1	0	2	1	0
The Life and Mo_2.txt	Defoe	0.013662979830839297	0.043591411841249185	0	0.00520494469746259	0.0032530904359141183	0	0.001951854261548471	0	0	0	0	0	0.01078167115902965	159.625	1366	108	34	29	4	12	30	0	15	10	23	6	2	3	16	9	1	0	11	5	9	1	0	8	0	2	2	5	11	2	7	8	2	1	2	2	2	12	10	5	2	9	10	3	4	4	0	7	5	0
Children of the_16.txt	London	0.027573529411764705	0.03308823529411765	0.003676470588235294	0	0.0027573529411764708	0	0.0009191176470588235	0	0	0	0	0	0.02258064516129032	72.02857142857142	914	64	50	28	0	14	7	18	6	5	10	38	6	1	7	3	2	1	2	3	2	5	0	3	1	6	5	1	4	0	5	3	5	0	5	4	1	4	7	1	4	3	6	3	3	2	0	5	0	0
Three Ghost Sto_16.txt	Dickens	0.02050113895216401	0.03644646924829157	0	0.0007593014426727411	0.002277904328018223	0	0.0015186028853454822	0	0	0	0	0	0.014470284237726097	120.32142857142857	1158	100	34	21	0	14	14	12	17	11	29	0	17	6	16	16	4	1	9	2	4	2	0	2	0	1	7	15	18	3	13	7	3	0	1	2	8	0	4	2	1	1	0	2	4	3	6	1	2	1
The Tragedie of_12.txt	Shakespeare	0.02147239263803681	0.024539877300613498	0.0007668711656441718	0.02223926380368098	0.00843558282208589	0	0	0	0	0	0	0	0.019317450096587252	105.23333333333333	882	94	39	13	10	14	12	2	8	8	3	0	2	0	7	0	10	8	6	5	3	9	0	3	1	3	8	0	6	1	0	0	3	1	0	1	1	0	3	0	1	2	0	1	0	1	0	0	4	4
The Fruit of th_16.txt	Wharton	0.012165450121654502	0.025952960259529603	0	0.0008110300081103001	0.0040551500405515	0	0	0	0	0	0	0	0.009066666666666667	208.58823529411765	1096	104	58	21	12	26	16	34	6	14	2	4	5	13	10	15	6	3	5	5	4	1	0	3	2	2	3	7	0	4	3	4	4	0	5	2	6	1	3	2	1	4	0	4	1	2	0	3	1	0
The Iliad_14.txt	Homer	0.020108275328692964	0.05723124516627997	0.0007733952049497294	0	0.002320185614849188	0	0	0	0	0	0	0	0.014492753623188406	125.96296296296296	1132	108	49	37	0	44	5	2	3	9	0	0	7	6	1	13	7	0	13	7	4	1	0	6	0	0	4	4	0	0	2	3	0	0	1	0	7	8	0	13	1	1	0	2	0	0	0	12	2	0
The Mill on the_18.txt	Eliot	0.01619047619047619	0.039047619047619046	0	0	0.007619047619047619	0	0.0019047619047619048	0	0	0	0	0	0.012345679012345678	143.6315789473684	924	86	42	24	2	8	14	8	10	5	0	6	7	3	9	12	0	2	5	2	3	1	0	4	11	6	2	6	0	1	3	3	0	8	2	0	0	6	0	2	1	6	0	1	3	3	0	2	1	0
Cratylus_10.txt	Plato	0.01904761904761905	0.029131652661064426	0.0016806722689075631	0.0005602240896358543	0.00784313725490196	0	0	0	0	0.0011204481792717086	0	0	0.014095238095238095	135.78378378378378	1584	148	64	27	10	47	16	4	23	23	0	0	7	12	0	1	2	0	1	5	7	12	0	7	0	9	6	3	0	1	5	2	1	0	3	9	2	12	0	3	1	12	5	4	4	1	0	4	15	7
Dutch Courage a_2.txt	London	0.02695167286245353	0.031598513011152414	0.0037174721189591076	0	0.0018587360594795538	0	0.0037174721189591076	0	0	0	0	0	0.023717948717948717	73.78378378378379	918	72	41	10	22	17	15	6	9	6	7	22	6	9	13	9	5	3	1	4	4	1	0	4	0	1	1	4	2	3	7	3	3	0	3	2	3	5	0	1	1	0	5	1	1	4	0	1	1	0
Impressions of_6.txt	Eliot	0.010175763182238668	0.036077705827937095	0.0009250693802035153	0.0018501387604070306	0.0018501387604070306	0	0	0	0	0	0	0	0.0072992700729927005	258.5	962	90	37	21	2	33	12	40	10	5	6	2	4	0	4	0	0	0	7	8	1	6	0	4	0	2	4	1	8	1	3	3	2	0	3	6	0	4	0	2	0	3	4	2	0	1	0	3	5	2
The Consolidato_18.txt	Defoe	0.006069802731411229	0.05690440060698027	0	0.006828528072837633	0.011380880121396054	0	0	0.0007587253414264037	0	0	0	0	0.004160166406656267	480.75	1132	124	34	33	16	20	22	10	10	8	0	0	2	4	7	3	7	2	7	4	8	0	0	5	0	7	1	1	0	4	1	1	2	0	1	6	2	2	0	5	1	1	6	1	2	4	0	1	1	1
A Journal of th_3.txt	Defoe	0.01020408163265306	0.041666666666666664	0	0.0008503401360544217	0.00935374149659864	0	0	0	0	0.0008503401360544217	0	0	0.006944444444444444	255.66666666666666	1046	92	42	19	8	23	15	4	7	12	10	0	10	0	6	12	1	0	3	7	9	0	0	3	0	9	6	2	1	3	5	5	0	0	4	1	0	4	4	1	6	2	2	1	3	2	0	12	8	0
Henry IV Part_3.txt	Shakespeare	0.014178482068390326	0.05254378648874062	0.005838198498748957	0.008340283569641367	0.0008340283569641367	0	0	0	0	0.0025020850708924102	0	0	0.01447596988998263	122.76	998	118	34	21	20	18	12	10	6	7	9	0	10	9	9	4	4	9	1	4	3	1	0	3	2	6	1	0	5	0	1	3	7	0	3	0	4	0	1	4	3	0	1	4	0	2	0	1	6	1
The Secret Adve_5.txt	Christie	0.02999062792877226	0.03561387066541706	0.007497656982193065	0.0009372071227741331	0	0	0.0037488284910965324	0	0	0	0	0	0.025364616360177554	71.925	894	72	21	12	0	10	14	6	15	5	9	0	5	1	11	3	5	16	9	3	1	1	0	3	5	3	2	1	5	6	2	3	0	4	3	4	1	0	5	4	4	0	3	0	2	1	30	1	1	1
The Iliad of Ho_0.txt	Homer	0.018001800180018002	0.046804680468046804	0	0.008100810081008101	0.009900990099009901	0	0	0	0	0	0	0	0.014267185473411154	130.4090909090909	908	72	38	12	2	21	13	16	6	8	3	8	2	4	8	3	3	1	5	7	3	3	0	8	1	3	0	2	1	1	2	3	5	1	2	2	2	2	1	2	1	1	0	3	0	2	0	1	0	0
The Game of Log_10.txt	Carroll	0.011269722013523666	0.035311795642374154	0.0015026296018031556	0.003756574004507889	0.002253944402704733	0	0.007513148009015778	0	0	0.004507888805409466	0	0	0.016374269005847954	116.42857142857143	972	90	27	14	10	15	8	10	8	8	2	44	3	1	6	0	1	19	7	3	6	9	0	4	0	7	8	2	0	1	2	1	4	2	13	6	2	6	0	2	4	8	0	3	2	11	0	6	0	22
The 30000 Beq_8.txt	Twain	0.03132992327365729	0.029411764705882353	0.0038363171355498722	0.0019181585677749361	0.010230179028132993	0	0.00319693094629156	0	0	0.0006393861892583121	0	0	0.02656042496679947	69.38333333333334	1310	116	37	34	8	16	22	38	19	10	2	26	8	4	27	20	2	0	5	7	5	8	0	8	1	2	3	0	0	3	5	2	1	5	4	2	0	15	1	1	1	2	4	4	2	0	0	5	0	0
The King of Pir_15.txt	Defoe	0.004035512510088781	0.047619047619047616	0	0.0008071025020177562	0.011299435028248588	0	0	0	0	0.0016142050040355124	0	0	0.002763957987838585	598.8	1098	82	26	27	22	12	25	0	13	10	11	0	7	6	11	16	7	0	3	5	6	0	0	4	4	12	3	12	2	1	6	5	5	2	7	3	7	0	5	2	5	3	13	0	1	1	0	2	7	0
King John_2.txt	Shakespeare	0.03244274809160305	0.04198473282442748	0.003816793893129771	0.007633587786259542	0.009541984732824428	0	0.007633587786259542	0	0	0	0	0	0.029792746113989636	59.95652173913044	838	160	12	13	16	11	19	12	8	8	3	0	14	0	5	5	8	0	2	4	5	4	0	1	0	8	1	0	4	6	1	0	18	0	0	0	0	1	2	4	3	2	5	5	0	0	0	1	2	2
Mark Twains Sp_9.txt	Twain	0.01878690284487386	0.02254428341384863	0.0005367686527106817	0.0005367686527106817	0.0042941492216854536	0	0.0005367686527106817	0	0	0	0	0	0.020968547179231155	93.35714285714286	1258	16	34	25	16	30	22	10	10	10	16	4	8	5	11	4	17	5	5	7	1	15	0	2	0	3	5	1	2	1	4	2	5	0	6	2	5	2	2	1	1	7	6	0	3	2	0	1	1	5
Martin Eden_3.txt	London	0.03041144901610018	0.03935599284436494	0	0.0008944543828264759	0	0	0	0.0008944543828264759	0	0	0	0	0.022278803309993635	78.14285714285714	912	80	27	14	28	20	10	10	4	10	6	18	10	22	9	10	9	4	7	7	3	0	0	3	0	5	6	7	2	2	3	6	1	5	1	0	3	3	0	1	3	0	1	0	1	1	0	2	1	1
King John_7.txt	Shakespeare	0.01790073230268511	0.04800650935720097	0.004882017900732303	0.004882017900732303	0.012205044751830757	0	0.004882017900732303	0	0	0	0	0	0.018732782369146005	93.29411764705883	1002	168	19	16	20	20	13	18	9	10	6	0	9	7	7	1	3	6	5	3	6	7	0	3	0	6	8	0	1	5	1	2	11	6	0	1	1	1	1	3	4	0	8	5	1	1	0	0	2	3
Impressions of_14.txt	Eliot	0.007137758743754461	0.028551034975017844	0.0014275517487508922	0	0.004282655246252677	0	0.0007137758743754461	0	0	0	0	0	0.006129184347006129	308.53846153846155	1274	118	29	20	6	36	22	16	25	23	8	0	14	8	2	8	15	2	2	8	8	3	0	2	0	6	4	6	2	3	4	6	2	0	2	6	5	0	1	0	2	6	1	3	1	2	0	1	7	4
The SeaWolf_10.txt	London	0.025376685170499604	0.03885804916732752	0.0007930214115781126	0	0.0023790642347343376	0	0.0007930214115781126	0	0	0	0	0	0.018826135105204873	94.47058823529412	1056	96	57	33	10	15	10	24	18	13	5	18	7	7	9	13	2	3	5	1	8	1	0	2	2	1	0	3	2	1	3	4	2	0	2	0	2	2	3	6	1	0	1	1	1	2	0	3	1	1
Pillars of Soci_18.txt	Ibsen	0.01998519615099926	0.034048852701702444	0.0044411547002220575	0.014063656550703183	0.008882309400444115	0	0.0051813471502590676	0	0	0.003700962250185048	0	0	0.021705426356589147	76.26190476190476	1132	108	24	17	16	10	28	24	7	5	19	0	16	2	16	12	4	32	6	8	2	5	0	5	3	3	3	7	6	5	2	5	0	0	5	4	0	0	7	0	2	1	4	3	6	3	0	3	0	2
Middlemarch_8.txt	Eliot	0.013427109974424553	0.026214833759590793	0.0006393861892583121	0	0.00319693094629156	0	0.0012787723785166241	0	0	0.0006393861892583121	0	0	0.013692768506632435	136.21875	1394	126	44	19	14	31	19	18	20	14	2	4	11	13	4	12	9	3	11	3	9	3	0	5	13	4	5	6	0	4	7	8	6	7	3	2	2	0	0	6	1	7	1	4	2	3	0	1	4	1
The Merry Wives_2.txt	Shakespeare	0.028688524590163935	0.029371584699453553	0.0034153005464480873	0.011612021857923498	0.011612021857923498	0	0.004098360655737705	0	0	0.0006830601092896175	0	0	0.030831878999418267	54.79245283018868	926	112	16	13	22	12	8	8	11	6	26	0	2	5	4	2	8	3	1	2	0	12	0	1	5	2	2	0	4	6	4	0	3	3	0	3	2	0	1	0	2	3	0	0	1	3	0	1	3	0
The Complete Pr_0.txt	Austen	0.01950354609929078	0.031914893617021274	0	0.0017730496453900709	0.0070921985815602835	0	0	0	0	0	0	0	0.013309134906231096	138.27272727272728	990	94	19	21	18	20	17	0	11	11	0	0	2	4	10	10	3	0	4	4	2	0	0	3	13	10	6	9	0	9	4	3	2	5	4	7	1	3	0	3	0	4	0	6	1	0	0	2	1	0
The SeaWolf_7.txt	London	0.03742384682332463	0.031331592689295036	0.006962576153176675	0	0.0017406440382941688	0	0.0008703220191470844	0	0	0	0	0	0.032238065716057036	54.80769230769231	902	74	33	20	34	12	6	20	17	5	13	46	1	6	8	9	8	12	5	9	7	0	0	1	0	0	2	6	2	7	5	3	3	0	0	4	0	1	2	0	0	0	0	0	2	2	0	2	0	2
The Age of Inno_11.txt	Wharton	0.013145539906103286	0.022535211267605635	0	0.003755868544600939	0.005633802816901409	0	0.0018779342723004694	0	0	0.0009389671361502347	0	0	0.015964240102171137	115.76	892	88	30	18	20	10	11	24	14	7	3	18	17	10	5	7	8	0	6	2	4	0	0	4	9	3	2	10	1	6	4	7	1	8	4	2	3	1	0	2	0	2	0	2	1	2	0	1	1	0
Military Memoir_18.txt	Defoe	0.013104013104013105	0.05241605241605242	0	0	0.00819000819000819	0	0	0	0	0	0	0	0.009950248756218905	184.05555555555554	1056	102	31	23	42	23	19	6	15	10	9	0	11	8	4	10	5	0	8	4	7	0	0	2	0	5	2	5	5	1	5	3	2	0	2	2	9	1	8	2	3	3	4	1	3	1	0	1	2	1
Through the Loo_10.txt	Carroll	0.01620745542949757	0.03646677471636953	0.0016207455429497568	0.004051863857374392	0.004862236628849271	0	0.006482982171799027	0	0	0.0024311183144246355	0	0	0.017543859649122806	101.3	966	70	26	17	82	12	12	8	13	3	8	8	4	3	14	11	3	8	4	4	7	2	0	5	4	3	2	2	0	4	6	2	3	11	2	1	0	9	1	2	9	5	3	2	5	0	0	6	0	0
Protagoras_3.txt	Plato	0.010999083409715857	0.04766269477543538	0.015582034830430797	0.005499541704857928	0.002749770852428964	0	0	0	0	0.0009165902841429881	0	0	0.017879948914431672	95.82142857142857	948	90	18	24	0	20	27	4	14	5	14	0	11	10	0	1	2	23	3	2	4	8	0	5	0	2	5	3	0	0	1	1	5	0	0	4	14	3	4	1	2	0	8	1	3	0	0	6	3	12
Little Women O_11.txt	Alcott	0.019543973941368076	0.048859934853420196	0.0016286644951140066	0.0008143322475570033	0.003257328990228013	0	0.007328990228013029	0	0	0	0	0	0.02148664343786295	83.1891891891892	1022	82	33	31	8	5	10	12	12	5	5	22	1	0	9	5	0	7	5	7	7	2	0	1	3	0	2	5	1	0	5	2	0	3	3	3	0	9	2	0	3	0	5	2	6	4	0	4	0	1
The Personal Hi_2.txt	Dickens	0.0181190681622088	0.04486626402070751	0.005176876617773943	0	0.003451251078515962	0	0.004314063848144953	0	0	0.0008628127696289905	0	0	0.02157829839704069	83.42857142857143	952	70	20	14	6	13	8	12	14	5	1	40	9	3	6	9	0	6	6	3	4	1	0	5	14	1	2	7	12	2	3	2	1	12	2	5	1	0	2	0	1	2	2	2	4	2	0	5	0	2
Following the E_6.txt	Twain	0.017964071856287425	0.023952095808383235	0.000998003992015968	0.000998003992015968	0.006986027944111776	0	0	0	0	0.000499001996007984	0	0	0.01386481802426343	134.0	1696	148	68	48	24	43	16	44	36	23	4	10	8	0	16	6	0	1	3	6	9	15	0	3	0	4	2	4	0	10	2	5	7	6	7	3	0	6	1	5	2	3	2	7	4	6	0	1	2	9
Master Humphrey_16.txt	Dickens	0.01127554615926709	0.03312191684284708	0.0014094432699083862	0.0007047216349541931	0.0028188865398167725	0	0	0	0	0.0021141649048625794	0	0	0.010422698320787493	182.55555555555554	1022	88	30	25	0	15	12	16	10	14	15	0	10	5	13	1	6	4	5	4	3	10	0	5	0	3	1	0	11	2	5	2	7	0	4	1	0	2	1	1	0	2	0	3	2	0	6	1	2	0
